SL,User Name,Rating,Review,Medical Name,Resource_Link
514,Bikolpo Mahamud,5,It's a big medical college and hospital in Bangladesh.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
515,Jobayer Hossain,5,One of the most famous hospital in north Bengal. You can find here millions of birds. This the main beauty of this hospital. Treatment is also good but not much satisfactory.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
516,Md Rupak din,3,The health sector of Bangladesh is totally broken. The health minister must resign himself.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
517,ROKON রোকন 로콘,4,"One of the oldest medical college hospital in North Bengal, Rajshahi.
All type of facilities available here.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
518,Nafiur Rahman,5,"Rajshahi Medical College (RMC) is a public medical school located in Rajshahi, Bangladesh. The college is affiliated with Rajshahi Medical University. It was the second such institution in erstwhile East Pakistan after Dhaka Medical College. It has a large hospital which is the central provider for advanced health care in the northern part of Bangladesh",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
519,Golam Maula Nawaz,5,Rajshahi Medical College & Hospital is one of the best hospital in the north Bengal side of Bangladesh. Many people comes here to get best treatment and they also happy to get it. They get best treatment at a low cost. The emergency unit is always open that is 24/7. The doctors are very cooperative with their patients and the nurse also the word boys.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
520,md babu,5,nice mdcl,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
521,ultra gaiming,3,The place is always full of people with there problems of health. The indoor of this medical is very big .and it is the biggest medical in the south Asia .but there are some system fault of there managing . Overall medium .,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
522,Musleh Uddin Chy,5,Largest point of Public Health Services for Rajshahi Division.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
523,Md. Ashraful islam,5,Best hospital,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
524,Brothers Entertainment,4,Good experience,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
525,Azizul Islam,4,"Rajshahi Medical College is one of the largest medical college in Bangladesh. Their service is amazing, the environment of the medical is good and crowded.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
526,Munsur Ahammed,5,That was the 1st time i spended 2 nights and 3 days almost sleepless. i had nothing but my jacket to sleep in mid January with freezing weather!,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
527,Abdul Malek,5,I think rajshahi medical college is the medical in north-west side of Bangladesh.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
528,mimuna ruha,5,🙂,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
529,Md Abu Saheb,4,This medical environment is clear and Fresh!,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
530,Prince RuBeL,5,Excellent service,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
531,Md. Abu Masud Khan,4,"This is one of the popular and crowded medical college hospital in the north-western part of Bangladesh. In fact, Rajshahi Medical college has been transformed as Medical University. And this hospital is operated by Rajshahi Medical University. This is a public hospital and medical services are offered almost free. Since the service value is cheap, crowd of patients remain all seasons. The environment is good but the floors and toilets of every ward are very filthy. Recently, many seasonal birds breed here in the old trees of hospital premises.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
532,Mehedi hasan Robin,5,Good service,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
533,md nur e alam apurbo,4,Better place for emergency treatment.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
534,Nayeem Hossain Khan,5,"Rajshahi Medical College Bangladesh – A handful enthusiastic people started a Medical School in Rajshahi city in 1954. A four year course was started leading to diploma LMF (Licentiate of Medical Faculty) offered by the state Medical Faculty, Dhaka. A total of eighty students were admitted in the very first year of its inception. In 1954, the then East Pakistan Government converted it into a government institute, Rajshahi Medical School. Later on, the government decided to start a five year course leading to MBBS (Bachelor of Medicine and Bachelor of Surgery) degree and as such 1958 Rajshahi Medical College came into being. The Medical College was then housed in a small building of the Barendra Museum. It was later shifted to the present college building. Forty two lady and two foreign students were admitted in the first batch.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
535,Funny Box,5,Very Nice,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
536,MOHAMAD ALI,5,This medicel in a Very important medical in Rajshahi Division.. This medicel Treatment is very good.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
537,MILTON KUMAR DEBNATH,5,Nice Hospital indeed. This hospital is a part of my life. I am lucky to be here for more than 6+ years. Rajshahi can be a city for medical tourism in future due to have better quality of medical services. I suggest that the service is very much affordable and good.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
538,Ashraf Siddik,3,Rajshahi medical college and hospital,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
539,Munjur Rabby,5,one of the best medical in Bangladesh,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
540,m hussain,5,"A great place,,,",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
541,Dipanjan Bandhya,5,Very good hospital,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
542,Syed Raiyan,4,Nice architectural design.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
543,Ismail Hossain,5,"Rajshahi Medical College (RMC) is a government medical school in Bangladesh, established in 1958. It is located in Rajshahi. It is affiliated with Rajshahi University. It was the second such institution in erstwhile East Pakistan after Dhaka Medical College. It has a large hospital that is the central provider for advanced health care in the northern part of Bangladesh.Academic staff
About 220 teachers,administrative staff about 40,Students1600 Undergraduates,1400Postgraduates200. This is a government medical school situated in occupied 60 acres.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
544,Sowrov Sarwar,3,Need more development and facilities.. 😑😑,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
545,Supria Chaki,5,Good .,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
546,Shorif Hossain,5,It's most big medical college and hospital in Bangladesh.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
547,Fishal Islam,4,Good service provided,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
548,Abstract Abir,4,All doctors are not polite with patients. But some are really nice. Though a good place to be treated.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
549,Mursalin Chowdhury,5,One of the biggest medical colleges in Northern Bangla.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
550,minhaz kabir,5,One of the biggest medical colleges in Northern Bangla.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
551,minhaz kabir,5,good,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
552,Rownak Shahriar Ruhan,5,"Rajshahi Medical College (RMC) is a government medical school in Bangladesh, established in 1958. It is located in Rajshahi. It is affiliated with Rajshahi University. It was the second such institution in erstwhile East Pakistan after Dhaka Medical College. It has a large hospital that is the central provider for advanced health care in the northern part of Bangladesh.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
553,Md. Ashrafur Rahaman,4,4★  service....large area with much building,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
554,Fahad Ahmed,5,"Just realize it's a miracle organization for me. I am visiting 2nd time with a quite dead patient and the patient turn to cured day by day.
And also the Doctor and Nurse are so careful to the patient and it's family.
I just like to recommend the organization for any kind of treatment.
Thanks to the RMCH governing body and also the Doctor and Nurse.
At the rest, Thanks to our creator",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
555,MD Atikur Rahman,4,Good medical hospital,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
556,Safayet Rahman Rifat,5,"It is one and only Government Medical College in Rajshahi district.
View of this very good.
Every should be careful all time here",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
557,md hasibul Haque,5,Rajshahi medical College  established in 1958 since that it serve the people. Many famous doctors are completed there MBBS from this College.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
558,Md Abu Raihan,5,Good medical,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
559,Salaudden Ahmed,5,It is a very good government hospital,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
560,Sofayet Hossain Parvez,5,It’s a beautiful hospital in Bangladesh,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
561,Fayez Anwar,1,I can't believe this hospital is allowed to continue to operate! Utterly disgusting environment and behavior. This hospital should be reported to national and international watchdog agencies.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
562,Hasibul Islam,5,In one sentence it is a well known medical college  and hospital.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
563,LED TV Md.Sirajul,5,Good,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
564,Sheikh Muhammad Faisal Siddique,5,"If you're looking for best emergency services and treatments,Rajshahi Medical is must. They're equipped with Medicinal Vehicles like ambulances,Stretchers etcetera. Also been supervised by veteran doctors. Best Medical service in Rajshahi.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
565,Atosy Sharmin,4,"It's  one of the oldest medical college in Bangladesh. The Environment is also good.But,the roads beside this campus is not clean enough.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
566,jonone ph553,5,Rajshahi madical collage is stand in Laxmipur road in largest medical collage in Asia Pacific  Made cal all service Good  24h open,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
567,Dr Mahmudul Hasan (Monnaf),5,"Currently I am doing my internship at Rajshahi Medical College Hospital. Teachers and staffs are so cordial that I never feel boredom to work with patients. One thing I enjoy most is the love and gratefulness of the patients and their attendances. Long Live Rajshahi Medical College, Long Live Rajshahi Medical College Hospital.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
568,sarwar shihab,5,Best for all treatments,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
569,Boshir Gaming,5,Nice place,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
570,"Abul Hasan SFMM KPJ Dhaka, 98",3,"One of the big Medical college in Bangladesh Govt.
They are running successfully for all patient and community.
They have almost all health care facilities beside medical college.
I went there 2007 to one of My friend and student of that Medical college Dr. Ashraf.
Regards",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
571,Ripon Datta,5,"Rajshahi Medical College (RMC) is a governmentmedical school in Bangladesh, established in 1958. It is located in Rajshahi. It is affiliated with Rajshahi University. It was the second such institution in erstwhile East Pakistan after Dhaka Medical College. It has a large hospital that is the central provider for advanced health care in the northern part of Bangladesh.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
572,R Khan,4,Good Doctors. Poor Management compared to Private Hospital. Patient's attendants must be healthy enough for movement here.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
573,S.Mithun Roy,5,S.Mithun Roy,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
574,Omar Faruk,5,It was the second such institution in erstwhile East Pakistan after Dhaka Medical College. It has a large hospital that is the central provider for advanced health care in the northern part of Bangladesh.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
575,Mahmud Kabir,4,Visited there several times. Very nice place. One of the finest in the country.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
576,Md Shahadut Hossain,4,"One of famous medical college, patients from different part of the country come here with the great hope of good service.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
577,Dr. Md. Al-amin,5,I got a lot from this place....best memories in my life related to this campus…,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
578,Sohanul Islam Sohan (সাওবান),4,Rajshahi Medical College (RMC) is a government medical college in Bangladesh. RMC was established in 1958. It is located in Rajshahi. RMC is affiliated with Rajshahi University. RMC has a large hospital that is the central provider for advanced health care in the northern part of Bangladesh. Rajshahi Medical College admits 200 students every year for its M.B.B.S. program. Its dental unit admits a further 50 stude,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
579,Md. Mehdi Hasan,5,"i was born here, got my graduation from here and now I am working here, there's no reason to dislike this place",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
580,Anwar Hossain,5,"This Masjid is situated besides Rajshahi Medical College. When you enter into the College, the Masjid is on your left.
Here is the facility to make obligation (ওযু) to offer prayer  (নামাজ). Muslim can easily offer his prayer. Here is many fans, light, AC (Air condition) for the Muslim.
The outside of the Masjid is very beautiful and well decorated.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
581,Sayeed Mahmud Nabil,5,"Rajshahi Medical College is a public medical university operate by government of Bangladesh. RMC is the abbreviated form this medical college. It was established in 1958. RMC is associated with Rajshahi University. It was the second such foundation in previous East Pakistan after Dhaka Medical College. It has a large hospital that is for superior health care in the northern region in Bangladesh. In 1947, the people of Rajshahi were rundown of medical education and healthcare facilities. In 1949, some famous civil people were initiative to establish a private medical school in Rajshahi city. At first they initiated LMF diploma course. There were eighty students were admitted in first batch. In 1954 previous Pakistan government changed it to government medical college. It was instigated as a total college in 1958. There is a three storied hospital with five hundred and thirty beds was launched in 1965.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
582,mijanur rahman1512,5,"Rajshahi Medical College (RMC) is a government medical school in Bangladesh, established in 1958. It is located in Rajshahi. It is affiliated with Rajshahi University. It was the second such institution in erstwhile East Pakistan after Dhaka Medical College. It has a large hospital that is the central provider for advanced health care in the northern part of Bangladesh.
Rajshahi Medical College 
Logo of Rajshahi Medical College
TypePublic medical schoolEstablished1958
Academic affiliation
Rajshahi UniversityPrincipalAnwar HabibDirectorBrigadier General AFM Rafiqul Islam
Academic staff:
About 220 teachers
Administrative staff: About 40
Students:1600, Undergraduates: 1400, Postgraduates: 200
Location: Rajshahi,  Bangladesh
24.3723°N 88.5857°E
Website: rmc.gov.bd",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
583,MD YASIN Ali,4,"After the separation of East Bengal from India in 1947 the people of Rajshahi region were deprived of medical education and healthcare facilities. In 1949 some renowned persons of civil society and political persons involved in administration took initiative to establish a private medical school in Rajshahi city. Initially they launched LMF (Licentiate of Medical Faculty) diploma course under State Medical Faculty Dhaka. Eighty students were admitted in the first batch. In 1954, erstwhile Pakistan government converted it to government medical college. In 1958, it was launched as a complete college. It is the first medical college in northern part of Bangladesh. The first head of department of Anatomy and Physiology were respectively Lieutenant Colonel Gias Uddin Ahmed who was the first principal of this college and Professor Dr. Nayeb Ali. There were 43 students in the first batch including 2 female students and only 5 college staffs. The college and hospital premises are set up on 90 acres of land. The three storied 530 bed hospital was built in 1965 which included medicine, surgery and gynaecology-obstetrics Department. This hospital premises stands on 60 acres of land which was agricultural farm before. 20 bed Infectious disease hospital, leprosy control centre and 150 bed Sadar hospital were affiliated with this hospital. Henceforth, Sadar hospital was converted to dental unit. At present MBBS, BDS and postgraduate course on different subjects are running in this college. BDS course was launched in 1992 and postgraduate course in 1998. General Medical Council of Great Britain recognised this medical college on 1 July 1992. Many doctors and students of this college participated in independence war of Bangladesh in 1971. A Shahid Minar was built in front of administrative building in 197",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
584,Zobyer Ahamed,4,Rajshahi divisional govt. medical college. Very old and reputed medical college. it has its own heritage in medical college history.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
585,Nur Alam,5,Nice hospital 🙂,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
586,Sovereign Dew,4,Service here is good if you have enough money.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
587,R Rishad,5,One of the finest medical college in Bangladesh having all kind of opportunities to get degree's for graduation and post graduation .,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
588,Aminur Rahman,4,"After the separation of East Bengal from India in 1947 the people of Rajshahi region were deprived of medical education and healthcare facilities. In 1949 some renowned persons of civil society and political persons involved in administration took initiative to establish a private medical school in Rajshahi city. Initially they launched LMF (Licentiate of Medical Faculty) diploma course under State Medical Faculty Dhaka. Eighty students were admitted in the first batch. In 1954, erstwhile Pakistan government converted it to government medical college. In 1958, it was launched as a complete college.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
589,Monirbdngc software tips,5,It's my request to nurse and doctor that they very careful of patient,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
590,MNISTONE,5,One of the famous govt. medical college hospital in Bangladesh,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
591,Nahid Ibne Anwar,5,It is better than other medical colleges based on the location and population.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
592,murad parves rana,4,Quality treatment will be available if you can finally meet the Doctor. But it's hard to do it.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
593,Ashraful Islam,4,Rajshahi Medical college&Hospital is better than orther medical college Hospital because treatment is very fine,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
594,Humaun Kabir,4,RMCH works for the betterment of health service in the city. Has a quality service as a govt hospital,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
595,Md Nazmussakib,5,"Big government Medical college and Hospital at Rajshahi. there treatment is very good. My In course Laboratory Training is completed from here. That's have different department such as Pathology,  Microbiology, Pharmacology, Forensic medicine, Anatomy,  Phisiology, Biochemistry, Transfusion medicine. its have a auditorium. RINMAS at hospital area. A Big government Hospital.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
596,Nazmul Hossain,5,"The largest and oldest govt medical college in Rajshahi division. Teachers are caring . However, politics , some touts have polluted it. Very trustworthy place for MBBS and Post graduate course..",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
597,A.B.M. Rahman,4,One of the largest Medical Colleges in Bangladesh with good services.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
598,Kapil D Datta,3,"Rajshahi Medical College (RMC) is a governmentmedical school in Bangladesh, established in 1958. It is located in Rajshahi. It is affiliated with Rajshahi University.
It was the second such institution in erstwhile East Pakistan after Dhaka Medical College. It has a large hospital that is the central provider for advanced health care in the northern part of Bangladesh.",Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
599,Md Monir Hossain Teto,5,Rajshahi medical college hospotal.  For serve the people serve the country.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
600,Md. Alim Badsha Khan,1,It requires 3/4 hours to give sample for Covid-19 test here. Patient have to wait in four different line one of which is under sun for this. Very bad service.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
601,Syed Mohammed Karim,4,One of the (Govt)Public medical College of Dhaka Bangladesh. It is produceing a lot of quality physicians and the serve a lot of patients. For practical & internship of the students it have a big hospital like Mitfort Hospital.,Rajshahi Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
602,Sheikh Eftekhar,4,"Sir Salimullah Medical College is a government medical College in Bangladesh. It's located old part of the capital of Dhaka. It is affinity with Dhaka University. It’s started journey 1st may, 1858.This was the first General Hospital in East Bengal. People get treatment free of cost. One of the best medical College Hospital in Bangladesh.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
603,Abdul Sattar,4,Good but i saw one problem!  There was male toylet but locked. It’s really bad.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
604,Mohammad Shamsul Alam,4,"One of the oldest public hospitals in the city as well in the country also. The old hospital and it's buildings are as old as it it. All the medical services bare available here at a very reasonable price. Service is not satisfactory, not clean environment. Always busy hospital meets a huge pressure of patients everyday. Wish a the best",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
605,Arshad Hossain,4,"This is the place where you’ll find medicine and medical equipment, at the cheapest and wholesale rate.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
606,Bashir Ul Islam,5,"Sir Salimullah Medical College is a government medical college in Bangladesh.  It is located in old Dhaka on the banks of the river Buriganga.  Its previous name was ""Mitford Hospital"".  Prior to 1855, it was a ""Dutch factory"" used for business purposes. [1] The hospital was established in 1857.  The hospital was built by his trustees with the money left by Robert Mitford, the Collector of Dhaka and later Justice of the then Supreme Court of Dhaka.  Robert Mitford, the then Collector of Dhaka, took this initiative.  At the time of his death in 1838, he donated his property to the hospital.  Lord Dalhousie later decided to build a hospital on the property.  The value of his donated property was then Rs. 1,600,000.  Later, in 1854, the journey to Mitford Hospital began.  Many more then donated money for this hospital. Its construction work continued for four years.  It started with a female and two male wards.  At first there were 92 beds.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
607,Habibur Rahman Shajeb,4,"One of the oldest Hospital in Old Dhaka near Sadarghat, Burigonga River. Government hospital, people get treatment with free of cost & everything is okey as public hospital. Huge facilities with all kinds of services.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
608,Md Fahimul Karim,4,One of the leading medical college in Bangladesh,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
609,Shuhag Anis,5,"The hospital has been dedicated to the public for the treatment of dengue. The amount that has to be spent in a government hospital is not what we really want. Although the government hospital has a system to test the patient's sample, the doctors recommend it from outside. This is not desirable at all for us normal patients.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
610,invincible desire,5,"One of the best hospital in Bangladesh which is located in Dhaka .
This hospital is known for its modern, yet affordable facilities,Latest medical equipments and technologies.
As a result of all these well known facts, People are gathering here from the neighboring cities, villages travel to get high class treatment in this hospital.That's way I'm very much satisfied with their facilities",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
611,jibon khan,5,Well decorated hospital,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
612,Papel Mahammud Pappu,4,"Biggest Govt Hospital Near old town....
Service Quality very Good...
Others facilities also Very Good...
Emergency Department service Also Very Good",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
613,AZMUL FUHAD,5,Alhamdulillah.Here's health services is very good and the stuff are awesome.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
614,afzal hossain,3,Lots of dust sound pollution surrounded by Hospital.Still Hospital overall facilities not up to mark. Big seize Business complex too close to Hospital which makes unnecessary Traffic jam most of the time.thanks,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
615,Md Rezaul Karim,5,Good place to buy medicine specially the ones you cannot get from your local medicine store. And at a surprising reduced price. Just loved the place. But be careful to move with patience and pity as the place is full of people who came from remote corners of Bangladesh to get medical care. Their attitude might not suite you but be gentle and polite to them as you Don't know anyone's situation.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
616,Khondaker Mahmud Pasha,4,Nice institute.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
617,Nazma Akter,4,The hospital's doctor and nurses behaviour is good. They give good treatment. The hospital has a big pharmacy where every medicine and other necessary products are available.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
618,Sense Less,5,It's also known as Midford Hospital. It's very known hospital in this city.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
619,Bishal Sarker Akash,5,"Sir Salimullah Medical College (SSMC) (Bengali: স্যার সলিমুল্লাহ মেডিকেল কলেজ) is a state-supported medical college in Dhaka, Bangladesh. Founded in 1875 as Dhaka Medical School, it was renamed in 1962 in honor of Nawab Bahadur Sir Khwaja Salimullah (1871-1915), a former Nawab of Dhaka, politician, and patron of education. The school includes Mitford Hospital, The oldest hospitals in Bangladesh.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
620,Jisan Bhuiyan,4,"Sir Salimullah Medical College (SSMC) is a public medical college in Dhaka, Bangladesh. The medical college has been producing quality physicians, eminent researchers and health policy makers who are currently working in different medical sectors at home and abroad. It includes Mitford Hospital, which is the oldest hospital in the country and one of the earliest hospitals in this subcontinent from where the evolution of medical education started.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
621,Rivaldo Rintu,5,My beloved campus.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
622,Rayhan Mahmud (The One),5,"Yes it is a Very good place. And it's environment was awesome. Poor people can easily get treatment here for only a few cost.
And it's a government hospital. And there are also medical college. Love it damn love it",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
623,Sumonto Chakraborty,5,"Sir Salimullah Medical College (SSMC) is a public medical college in Dhaka, Bangladesh. The medical college has been producing quality physicians, eminent researchers and health policy makers who are currently working in different medical sectors at home and abroad. It includes Mitford Hospital, which is the oldest hospital in the country and one of the earliest hospitals in this subcontinent from where the evolution of medical education started.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
624,M Moniruzzaman,5,"Sir Salimullah Medical College (ex. Mitford) is a govt. medical college with general hospital located in old Dhaka (on the bank of Buriganga).
I've never visited the place before June 2021 though I lived in that area for 11 years. Anyways I went there for my son's circumcision purpose and surprisingly the doctors served their best and I'm really thankful to them.
I found no dalal or nuisance elements there rather the hospital area was really cool and calm.
The main obstacle that suffered me lot that is communication. From Babubazar Bridge, the road is very narrow and filthy. Rickshaw, CNG car or private car is not so available. Even in hospital area there’s only one pharmacy and if anybody failed to found any medicine there then you’ve to suffer a lot......Laaz Pharma or Tamanna Medicine type pharmacy is very urgent in that area.
Though I've visited the place for a particular purpose and the doctor was my relative, i have little opportunity to observe the whole scenario. This review may led you to angry with me for some reasons but I can say that I'm wholly satisfied with their service.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
